region,year,C_1_1,C_1_2,C_1_3,C_1_4,C_1_5,C_1_6,C_1_7,C_1_8,C_2_1,C_2_2,C_2_3,C_2_4,C_2_5,C_2_6,C_2_7,C_2_8,C_3_1,C_3_2,C_3_3,C_3_4,C_3_5,C_3_6,C_3_7,C_3_8,C_4_1,C_4_2,C_4_3,C_4_4,C_4_5,C_4_6,C_4_7,C_4_8,C_5_1,C_5_2,C_5_3,C_5_4,C_5_5,C_5_6,C_5_7,C_5_8,S_1_1,S_1_2,S_1_3,S_1_4,S_1_5,S_1_6,S_1_7,S_1_8,RS_1_D,RS_1_N,RS_1_b1,RS_1_b2,RS_1_b7,RS_2_D,RS_2_N,RS_2_b1,RS_2_b2,RS_2_b7,RS_3_D,RS_3_N,RS_3_b1,RS_3_b2,RS_3_b7,RS_4_D,RS_4_N,RS_4_b1,RS_4_b2,RS_4_b7,RS_5_D,RS_5_N,RS_5_b1,RS_5_b2,RS_5_b7,RS_6_D,RS_6_N,RS_6_b1,RS_6_b2,RS_6_b7,RS_7_D,RS_7_N,RS_7_b1,RS_7_b2,RS_7_b7,RS_8_D,RS_8_N,RS_8_b1,RS_8_b2,RS_8_b7,yield,yield_tha
1,2005,0.1,12.1,14.5,19.5,9.3,7.5,3.4,0.0,-1.46,-1.4,-1.48,-1.49,-1.79,-1.24,-1.15,-1.46,0.1,12.7,15.2,20.5,9.7,7.9,3.6,0.0,31.04,26.35,21.44,19.67,19.75,23.4,26.7,31.39,18.58,15.27,9.96,8.4,8.79,11.03,13.04,17.62,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15185.82395,14508.5556,906.8750834,2399.082508,1297.448631,14838.04856,14285.16782,704.162102,2508.548303,1068.492254,14608.35171,14095.45611,652.3049432,2908.409152,978.1646628,14507.73033,14048.32591,579.530919,3584.734374,868.3506537,14567.74603,14029.48194,630.0526768,3968.543969,940.1030156,14782.37874,14080.14393,684.9525718,3708.754915,934.5857669,14983.96526,14260.62458,947.7079557,3136.134523,1130.060152,15422.38478,14443.0569,1164.851656,2639.663494,1587.460898,2.998765289,7.13706138782
1,2006,2.5,3.5,10.9,12.2,11.2,7.2,11.1,0.0,-1.54,-2.24,-2.61,-2.99,-2.85,-2.25,-0.74,-1.09,2.6,3.7,11.5,12.9,11.8,7.6,11.7,0.0,29.85,24.78,22.16,18.7,20.43,23.78,27.14,31.41,17.69,13.46,10.43,7.82,9.19,11.06,13.44,17.51,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15061.21692,14405.24289,974.5690429,2674.633801,1367.305106,14812.33978,14203.81774,792.3561409,2779.234692,1142.857842,14618.16149,14064.848,630.0497424,3135.329946,986.546283,14507.9581,13979.7136,596.8630833,3582.543396,893.4186229,14603.91552,14026.0268,647.0850749,4245.017464,971.3126253,14765.96656,14142.34738,647.8496517,3707.81544,877.3096192,15036.50653,14292.92502,898.2483698,3297.296371,1200.084073,15446.17798,14428.00642,1170.451666,2690.450711,1576.837842,2.901263203,6.90500642314
1,2007,1.8,3.1,12.5,5.2,24.4,1.8,7.2,4.5,-1.33,-2.04,-2.27,-3.5,-1.84,-2.22,-1.4,-0.88,1.9,3.3,13.2,5.5,25.7,1.9,7.6,4.7,30.18,24.58,21.2,19.09,20.4,23.32,26.04,32.41,18.82,12.96,9.18,7.4,9.45,11.1,12.64,18.94,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15092.30088,14445.56019,922.7131977,2609.264873,1285.61233,14809.30125,14203.14539,768.5540287,2761.335974,1162.053058,14588.12484,14048.67474,648.859123,3074.926448,944.6249165,14525.68368,14006.5164,573.7628591,3593.197299,866.1421176,14550.57041,14083.352,1345.432436,4199.482942,1226.467888,14739.06366,14129.35406,880.1958679,3931.601107,1104.096479,14980.32796,14256.96979,1277.633425,3644.987563,1588.147056,15366.00848,14480.16535,1136.374726,2712.429406,1530.104209,2.893501541,6.886533667579999
1,2008,7.9,8.4,10.2,17.7,17.6,0.5,0.3,0.0,0.1,-0.33,-1.15,-1.2,0.55,-0.84,-1.37,-1.66,8.3,8.8,10.7,18.6,18.5,0.6,0.3,0.0,31.26,26.22,21.64,17.81,19.82,26.2,28.17,32.25,19.0,15.05,10.35,6.88,7.67,12.88,13.79,18.46,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15154.53127,14511.50105,942.659204,2742.62193,1291.248822,14803.32469,14247.39157,733.6254096,2669.492159,1067.887139,14651.55771,14066.47668,616.4679359,2879.426687,952.3404905,14517.26544,13959.34724,539.361127,3292.405311,849.5864586,14553.27076,14017.51662,809.6864681,3987.274597,1023.451451,14866.04038,14187.69265,648.1356284,3652.676973,919.272903,15083.77986,14323.72648,1122.103827,3351.76973,1287.141108,15388.09951,14454.85603,1250.192671,2817.111008,1626.425709,3.052499881,7.26494971678
1,2009,19.4,0.8,6.3,0.3,10.8,0.0,0.0,0.0,1.7,-1.29,-2.62,-4.62,-4.69,-5.05,-5.19,-5.11,20.4,0.9,6.6,0.3,11.4,0.0,0.0,0.0,29.85,27.1,23.22,20.69,21.47,22.92,27.48,31.98,18.28,15.38,11.53,9.11,10.31,10.94,13.56,18.81,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15050.93334,14464.34912,1070.669148,2748.896574,1341.492184,14868.06957,14264.60919,881.1858955,2739.218723,1166.476509,14665.35781,14117.81897,884.490982,3065.445725,1031.322287,14550.00604,14031.52318,603.4895028,3523.316562,887.2756704,14596.39509,14043.98114,639.9747829,4030.031301,938.0986975,14792.68118,14087.50927,679.2197013,3755.13205,945.3646339,15074.31121,14254.85509,1024.960111,3399.927379,1294.936031,15390.76628,14440.30188,1178.600463,2718.826844,1561.076319,2.845500644,6.77229153272
1,2010,0.0,0.0,11.2,6.3,13.4,0.2,0.0,0.0,-3.91,-4.93,-5.49,-6.51,-6.04,-6.34,-6.34,-6.13,0.0,0.0,11.8,6.6,14.2,0.2,0.0,0.0,32.1,26.29,22.98,20.87,22.85,25.36,28.02,32.38,19.94,14.67,11.79,10.01,11.59,13.22,14.14,19.03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15145.31254,14503.75084,918.1248403,2600.993816,1245.757057,14863.85351,14255.99261,712.678977,2768.067055,1035.880682,14654.25618,14138.16499,658.2420079,3150.347266,1001.299218,14603.30274,14045.49953,631.0821166,3604.237284,943.6711756,14662.93326,14146.465,731.4024478,3749.512358,943.7709468,14876.12587,14195.42089,884.967244,3560.733777,1113.640567,15116.88334,14295.71564,1116.774629,3048.38601,1346.317937,15443.53714,14461.25458,1200.497591,2594.357811,1608.952023,2.617500332,6.22965079016
1,2011,2.5,0.1,11.4,1.3,4.5,4.9,3.2,1.4,-4.31,-5.14,-5.45,-6.75,-7.23,-6.53,-5.92,-5.5,2.6,0.2,12.0,1.4,4.7,5.2,3.4,1.4,32.26,28.29,22.99,20.49,21.41,22.86,26.6,31.83,20.78,16.26,11.37,9.61,10.76,10.84,14.02,19.44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15191.55744,14534.19207,920.1129306,2522.530089,1253.404962,14945.45139,14337.7912,819.512708,2814.867831,1142.262779,14663.6004,14148.04953,679.1562888,3048.910082,970.2207033,14566.46452,14054.3716,606.8231463,3664.660726,884.4240147,14602.70419,14091.03022,673.2284331,3997.236258,977.1681458,14751.38471,14103.03828,744.3053011,3687.845763,992.247328,15056.11925,14264.61627,978.9003721,3125.05503,1192.586029,15335.02861,14434.9773,1331.941335,3001.130619,1742.743654,2.826000838,6.72588199444
1,2012,1.7,32.3,4.2,22.3,17.9,4.0,0.0,0.1,-3.9,-0.97,-2.28,-1.86,-1.17,-1.27,-1.8,-2.05,1.8,34.0,4.4,23.5,18.8,4.2,0.0,0.1,30.13,24.17,21.84,18.09,19.56,21.94,28.49,33.22,18.68,13.17,10.37,7.73,8.61,10.23,14.72,20.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15095.4218,14415.07078,1058.828667,2693.302548,1336.14301,14716.77128,14186.8027,795.3040366,2962.398289,1112.409549,14648.00128,14072.87241,674.7036931,3021.409772,1017.237093,14461.46184,13987.59565,671.8587175,3564.553249,941.1115088,14498.38849,13986.79839,772.49332,4022.782255,996.6826273,14758.70882,14112.33219,664.2843544,4074.1498,975.4188614,15066.32907,14248.22217,784.017718,3389.767026,1056.656806,15353.77135,14475.00744,1166.186659,2871.285166,1448.743296,2.895407497,6.8910698428599995
1,2013,0.9,5.0,17.6,30.7,1.4,0.0,0.2,0.5,-2.0,-2.51,-2.33,-1.01,-2.36,-3.08,-3.41,-3.45,1.0,5.3,18.5,32.3,1.4,0.0,0.2,0.5,32.18,27.44,22.19,19.79,21.62,25.16,27.2,34.12,20.34,17.0,11.58,9.29,10.55,13.04,14.02,20.63,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15190.03077,14546.52779,905.2803321,2570.296231,1253.97265,14838.72524,14301.37283,716.4104081,2762.941343,1013.642905,14621.38738,14116.05332,642.8175876,3080.478767,974.8573575,14530.54515,14044.52294,587.4239431,3588.774096,849.4029726,14622.30163,14077.09122,681.3834812,4327.700043,977.1311909,14869.99014,14195.52088,731.5585457,3643.861031,1010.299886,15106.24501,14260.54561,1035.011451,3235.255018,1281.684003,15419.37077,14533.44322,1247.618213,2751.458727,1628.782852,2.925001448,6.96150344624
1,2014,0.0,4.0,36.5,9.5,23.0,2.3,0.1,0.1,-3.12,-3.64,-1.08,-1.77,2.24,1.56,0.78,-1.34,0.0,4.2,38.4,10.0,24.2,2.4,0.1,0.1,30.37,27.71,20.57,20.09,21.7,23.1,28.4,32.73,17.72,16.49,9.78,9.29,10.17,11.36,15.03,20.24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15139.30733,14458.572,965.5748832,2660.136082,1309.208073,14901.91253,14308.57238,813.6279224,2846.472692,1083.128829,14573.61718,14064.56758,616.326868,2976.597242,836.3144861,14590.26458,14086.54875,598.6046856,3645.571333,864.9162372,14660.29146,14146.15658,639.4038792,4104.966457,958.742461,14832.57119,14175.49012,684.5010736,3512.901517,960.6545949,15157.07138,14346.86071,978.2541591,3087.323727,1275.043611,15415.86869,14505.84854,1253.510545,2816.380618,1669.42819,2.942999433,7.00433865054
1,2015,3.9,20.8,1.0,15.9,8.1,3.4,3.9,1.6,-1.22,1.02,-1.7,-2.09,-2.56,-2.59,-2.29,-2.19,4.1,21.9,1.1,16.7,8.5,3.6,4.1,1.7,30.43,25.88,22.94,18.59,20.13,24.23,26.48,32.83,19.0,15.35,12.26,8.11,9.97,12.61,13.28,20.14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15125.84834,14481.31421,928.9510068,2760.093482,1277.798187,14799.2436,14287.99397,837.9705761,3003.459999,1134.86939,14657.30324,14132.91836,645.3657076,3181.460779,968.9149252,14499.94548,14006.85134,599.5895839,3429.48225,874.557162,14605.19815,14044.93229,686.9696059,3838.476477,936.1264435,14860.47886,14170.44973,678.252839,3590.66471,962.9977575,15052.30881,14212.58805,886.0977509,3084.239781,1174.0863,15391.58107,14475.67637,1207.518704,2858.683343,1566.851656,2.815500414,6.70089098532
1,2016,47.6,12.0,15.2,24.6,2.2,6.4,5.3,0.1,5.33,4.77,4.13,4.3,2.4,2.3,2.3,1.6,50.1,12.7,16.0,25.9,2.3,6.7,5.6,0.1,31.98,27.01,20.78,18.5,22.6,24.0,28.5,33.2,20.59,15.54,9.76,8.0,11.1,12.1,14.9,20.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15135.26413,14562.54028,1009.147571,2676.360225,1255.40042,14834.47311,14357.3478,744.448357,2641.466488,1055.055031,14676.68719,14127.86122,615.4916262,2799.165069,953.337556,14505.45977,14041.47142,531.323695,3413.636487,847.7072717,14709.84203,14146.42435,631.1896651,3805.044327,916.2293635,14815.84553,14177.36499,760.64906,3712.117044,1032.047524,15215.10007,14366.88618,1067.5922,3048.893024,1409.903171,15360.2191,14518.36072,1309.996374,2709.282565,1696.696727,2.78100222,6.618785283599999
1,2017,5.1,2.3,7.4,4.6,4.8,1.2,4.8,0.2,0.6,-2.1,-2.9,-4.1,-4.5,-4.6,-3.9,-3.9,5.4,2.4,7.8,4.8,5.1,1.3,5.1,0.2,31.9,26.5,20.0,18.1,20.0,23.0,27.5,32.8,19.8,15.6,9.3,7.4,8.5,11.0,14.3,19.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15130.54222,14481.93994,963.444879,2599.245602,1386.72034,14840.94955,14266.51775,784.4825524,2748.468145,1109.033404,14629.70136,14096.70017,654.7950082,3032.926985,955.5129306,14531.51292,14023.00624,588.0000134,3552.750018,872.2484284,14599.06903,14063.02312,733.1330429,4029.12342,979.1737672,14802.94628,14144.90498,783.3406038,3722.117512,1012.483038,15076.16398,14272.4854,1000.072576,3174.574168,1268.348966,15397.7583,14466.78789,1214.543058,2734.871691,1604.150946,2.9638,7.053844
1,2018,2.0,2.9,0.1,33.8,2.9,0.6,23.3,0.1,-3.1,-3.6,-5.2,-3.4,-4.3,-4.7,-0.9,-1.3,2.1,3.1,0.1,35.6,3.1,0.6,24.5,0.1,30.3,25.6,23.6,19.8,22.9,26.2,28.7,33.7,18.3,14.5,12.5,9.1,12.0,13.9,15.3,21.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15141.39014,14476.48355,959.6974482,2465.759996,1594.036528,14852.34538,14261.88933,787.2092757,2645.307014,1125.60215,14611.43341,14089.77938,632.9497137,3022.666796,930.2383148,14529.16988,14024.82763,573.5635509,3588.324459,850.7523284,14583.85868,14039.71905,694.3758183,4031.690047,960.3196869,14783.65671,14128.39183,905.9060788,3744.876195,1061.275689,15054.72825,14247.17107,966.3134395,3016.057206,1237.399466,15410.74076,14452.14169,1195.959996,2643.310049,1601.954533,2.7496,6.544048
1,2019,0.1,21.9,28.7,2.0,16.3,8.4,4.8,0.1,-1.8,1.7,2.6,-2.4,-1.7,-0.9,-0.6,-1.0,0.1,23.1,30.2,2.1,17.2,8.8,5.0,0.1,31.2,25.9,21.7,18.0,19.7,22.0,26.4,33.5,19.7,15.4,11.1,7.2,8.6,10.1,12.8,20.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15136.0691,14490.99417,971.8712232,2659.905695,1303.207113,14822.01255,14284.76791,782.0406421,2827.534493,1084.689851,14634.44961,14101.82884,641.5834151,3015.339769,951.0290581,14519.86496,14031.66606,596.1334398,3532.461239,874.9905968,14615.84846,14077.40432,690.7621657,4021.34883,960.6809756,14823.42347,14162.67715,717.0977461,3709.301936,992.3169436,15112.20305,14284.59802,958.5076424,3170.008791,1244.287143,15389.76155,14495.85403,1233.228926,2790.327018,1602.442278,2.714,6.45932
1,2020,43.3,0.5,14.3,21.2,27.6,23.6,3.3,0.5,5.0,3.1,2.2,2.01,3.47,5.9,5.24,4.32,45.6,0.5,15.0,22.3,29.1,24.8,3.5,0.5,32.1,27.6,22.3,18.8,20.4,23.5,26.7,32.9,19.9,16.4,11.4,7.9,9.4,11.6,13.1,19.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15130.84926,14482.44295,963.9130093,2602.615607,1382.080716,14839.8975,14267.53165,784.3468907,2752.86072,1107.680984,14629.96515,14096.9851,654.0610308,3031.949918,955.2638266,14530.86581,14023.48734,588.4518704,3551.622863,872.4007711,14600.00122,14063.82207,730.7791052,4028.691498,978.1463899,14804.0839,14145.89232,779.6604451,3721.405535,1011.362699,15078.16615,14273.15832,997.7634127,3174.320536,1267.012198,15397.31403,14468.40268,1215.581162,2737.952543,1604.05602,2.777,6.60926
2,2001,12.6,12.6,21.0,7.9,3.4,5.2,1.4,0.5,-0.55,2.97,4.39,3.2,2.1,1.77,1.27,0.63,13.3,13.3,22.1,8.4,3.5,5.5,1.5,0.5,28.11,24.71,20.32,19.37,20.13,24.94,26.84,31.24,14.42,11.96,7.87,5.58,5.94,9.94,10.74,15.14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15139.03108,14434.3146,958.2561694,2225.266789,1834.570542,14881.06404,14283.97953,696.8891447,2391.11326,989.8769182,14666.89291,14094.43681,581.8974064,2944.918547,833.8533226,14618.33177,14014.00519,486.0352594,3391.38087,745.367787,14668.09485,14003.55792,596.7119399,3728.11514,836.5840623,14950.42622,14239.61403,643.8444982,3279.983234,861.1564226,15149.08633,14298.11792,840.19823,2717.7345,1109.476673,15422.98188,14469.98472,1108.413674,2425.237915,1390.316836,2.729996929,6.497392691019999
2,2002,2.4,2.8,8.0,24.2,13.1,1.4,2.2,1.0,-1.45,-1.59,-1.76,1.66,2.39,1.32,1.09,0.67,2.5,2.9,8.4,25.4,13.7,1.5,2.3,1.1,28.88,23.74,19.51,17.28,21.5,23.5,25.45,30.62,15.14,11.97,7.28,3.9,6.48,9.16,10.52,14.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15132.14866,14466.01271,917.5520564,2330.72391,1212.930571,14806.50195,14209.68542,735.9540618,2427.254655,902.1020565,14560.62552,14012.14796,549.9460942,2904.048765,827.5119705,14518.92309,13960.35997,459.8765347,3241.67411,701.2513429,14671.62185,14056.705,605.1597222,3704.792434,850.8273096,14812.37539,14125.6529,1467.415209,3730.2378,1210.935812,15071.6932,14222.53596,873.8128197,2897.41728,1031.957745,15414.85751,14469.98954,1058.432474,2549.806898,1338.712976,2.752496375,6.5509413725000005
2,2003,3.6,0.2,12.0,5.7,12.1,10.5,0.4,0.0,-0.82,-1.58,-1.17,-2.32,-1.33,1.83,1.08,-1.11,3.7,0.3,12.6,6.0,12.8,11.0,0.4,0.0,29.84,25.21,20.05,20.02,18.74,20.18,25.98,32.61,15.54,12.6,8.31,6.83,5.22,6.51,10.68,15.69,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15162.1738,14484.36955,910.1211786,2288.719582,1223.501412,14888.12929,14259.16583,743.9754451,2441.54778,1040.111929,14645.40842,14110.9472,541.8954113,2768.463436,807.2244092,14612.50785,14046.34644,498.8917281,3400.84492,771.8778392,14560.01225,13988.84655,595.649977,3799.136357,853.7964625,14766.70883,14087.35694,583.3748849,3453.039902,807.5178407,14992.06368,14220.09628,802.7202271,3134.105075,1044.494731,15439.93336,14519.7022,1045.020104,2535.754067,1368.568217,2.844000416,6.76872099008
2,2004,0.0,1.7,12.6,20.6,11.9,1.4,0.6,2.8,-1.55,-1.93,-1.44,1.09,1.7,0.71,-1.22,-1.04,0.0,1.8,13.2,21.7,12.5,1.4,0.6,2.9,29.91,25.1,19.87,18.49,20.46,23.53,26.1,31.25,15.57,12.68,7.43,5.31,5.96,8.35,9.98,14.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15188.71773,14501.90047,906.9422653,2125.855678,1199.644107,14837.13677,14257.15143,633.6174033,2450.920145,920.4138531,14616.40053,14058.00523,601.8001458,2968.030348,874.8501765,14515.16353,13996.24545,551.2540285,3382.482313,817.5978745,14628.59499,14082.06732,601.3113106,3932.1875,870.2966928,14811.64583,14113.11706,647.3505218,3598.219997,889.262853,15096.06894,14269.00682,860.8514936,3038.36858,1076.136894,15371.90739,14428.38048,1184.740102,2587.096762,1524.264503,2.866498605,6.822266679899999
2,2005,0.0,4.7,8.5,13.7,4.8,8.4,2.5,0.0,-1.47,-1.33,-1.48,-1.54,-1.88,-1.08,-1.02,-1.47,0.0,5.0,9.0,14.4,5.1,8.9,2.6,0.0,29.91,24.94,20.3,19.51,19.91,22.82,26.31,30.72,15.63,13.1,7.02,5.69,5.88,8.0,10.48,13.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15203.59492,14521.20346,937.9182627,2134.292542,1259.698834,14837.07364,14268.97761,593.9857786,2239.989564,888.3019235,14634.28923,14069.97225,534.2659607,2712.067066,809.0429712,14541.42445,14034.14606,484.2471608,3333.149824,755.4474755,14619.45641,14017.54257,515.6956722,3702.975369,818.8250844,14801.07403,14075.67051,612.5295811,3354.438229,791.5864794,14999.54374,14270.28345,858.0081338,3024.149478,977.3311848,15447.27009,14463.50489,982.1240025,2383.22886,1302.213666,2.854501068,6.793712541839999
2,2006,1.2,1.1,5.5,6.3,6.9,7.7,9.3,0.0,-1.55,-1.97,-2.49,-3.29,-3.04,-2.29,-0.55,-1.04,1.3,1.2,5.8,6.7,7.2,8.1,9.7,0.0,28.72,23.44,21.2,18.59,20.54,23.47,26.71,30.8,14.6,11.16,7.68,5.05,6.33,8.04,10.74,13.75,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15106.30764,14402.75072,971.9924493,2231.609055,1348.456016,14837.42183,14210.72707,710.6149478,2382.235113,1009.020462,14630.60789,14065.53662,543.6929098,3010.690531,865.9863798,14529.94215,13959.19056,501.446171,3432.933318,792.0787676,14642.10752,14029.02278,624.7491176,4109.918547,924.6103439,14803.82001,14140.16001,652.4341621,3655.790554,851.9358502,15078.72418,14286.13652,828.0099242,3110.798496,1064.040771,15449.86024,14448.61865,1043.91517,2594.82988,1388.615638,2.877001972,6.84726469336
2,2007,1.4,0.8,6.8,4.4,14.7,2.4,5.7,2.6,-1.22,-1.73,-2.11,-3.27,-1.69,-2.14,-1.23,-1.07,1.5,0.8,7.2,4.6,15.5,2.5,6.0,2.8,29.23,23.18,19.96,18.81,20.4,22.74,25.64,31.84,15.8,10.78,6.08,4.56,6.56,7.91,10.05,15.36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15122.36387,14452.35317,977.2053406,2285.150215,1295.163935,14834.55001,14197.15865,681.7754246,2472.827553,1024.995396,14589.14435,14032.47078,541.7683011,3008.204266,830.1862722,14548.80025,13984.3254,515.658341,3479.924187,793.8618785,14659.21385,14061.69359,709.3786833,3844.032996,920.8753453,14772.61012,14126.71801,789.1175184,3619.049302,967.1732274,15004.17498,14230.48693,822.5116636,3300.848271,1085.032791,15393.66891,14504.83112,1104.736035,2686.235996,1421.22533,2.895001727,6.890104110259999
2,2008,5.7,3.1,5.1,13.8,10.5,0.5,0.2,0.0,0.17,-0.23,-1.15,-1.06,0.53,-1.11,-1.62,-2.02,6.0,3.3,5.4,14.5,11.1,0.5,0.2,0.0,30.21,25.03,20.64,17.46,19.81,25.9,27.79,31.47,16.0,12.8,7.5,3.97,4.72,9.96,11.22,14.58,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,15182.67672,14523.92798,905.5290055,2331.095488,1191.261909,14841.11642,14247.31508,667.2119398,2402.927717,959.1023634,14670.35932,14066.33309,513.9059623,2733.340278,809.1753376,14514.76516,13935.82923,469.3614564,3169.260513,746.2063383,14609.94613,13985.50876,577.8845918,3797.377302,853.5786909,14922.53454,14197.23639,616.6531998,3383.808433,836.1294122,15085.44294,14326.20738,1050.022304,3151.379732,1158.669173,15417.58719,14486.61368,1132.820519,2612.728246,1396.032651,3.085500361,7.343490859179999
2,2009,12.3,0.3,3.5,0.2,7.2,0.0,0.0,0.0,1.52,-0.85,-2.14,-4.22,-4.09,-4.76,-4.93,-5.0,13.0,0.3,3.7,0.2,7.6,0.0,0.0,0.0,28.76,25.74,22.26,20.63,21.7,22.36,27.26,31.32,15.19,13.16,8.71,6.38,7.41,7.81,11.03,15.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15088.3875,14463.93611,1109.843616,2468.247483,1329.276028,14901.0095,14259.21709,668.5308983,2430.112134,989.8802947,14661.99025,14100.60747,1301.114065,3249.878914,1159.281576,14568.15337,14013.27737,549.6545427,3328.372084,805.6429558,14647.8182,14048.85709,564.9884132,3684.879681,832.3082796,14812.89974,14107.57123,630.6778315,3577.608656,839.9627457,15105.48006,14260.44564,978.2377736,3297.217567,1182.111981,15412.62817,14456.05474,1082.502417,2596.535183,1376.166705,2.853003396,6.79014808248
